Date,Open,High,Low,Close,Adj Close,Volume,Action
2018-07-26,194.610001,195.96000700000002,193.610001,194.21000700000002,193.531265,19076000.0,0
2018-07-27,194.990005,195.190002,190.100006,190.979996,190.312546,24024000.0,0
2018-07-30,191.899994,192.199997,189.070007,189.91000400000001,189.24629199999998,21029500.0,0
2018-07-31,190.300003,192.139999,189.33999599999999,190.28999299999998,189.624954,39373000.0,0
2018-08-01,199.130005,201.759995,197.309998,201.5,200.795792,67935700.0,0
2018-08-02,200.580002,208.380005,200.350006,207.389999,206.665207,62404000.0,0
2018-08-03,207.029999,208.740005,205.479996,207.990005,207.26310700000002,33447400.0,0
2018-08-06,208.0,209.25,207.070007,209.070007,208.33934,25425400.0,0
2018-08-07,209.320007,209.5,206.759995,207.110001,206.386185,25587400.0,0
2018-08-08,206.050003,207.809998,204.520004,207.25,206.52569599999998,22525500.0,0
2018-08-09,209.529999,209.77999900000003,207.199997,208.880005,208.149994,23492600.0,0
2018-08-10,207.360001,209.100006,206.669998,207.529999,207.529999,24611200.0,0
2018-08-13,209.309998,210.94999700000002,207.699997,208.869995,208.869995,25890900.0,0
2018-08-14,210.16000400000001,210.559998,208.259995,209.75,209.75,20748000.0,0
2018-08-15,209.220001,210.74000499999997,208.330002,210.24000499999997,210.24000499999997,28807600.0,-100
2018-08-16,211.75,213.809998,211.47000099999997,213.32000699999998,213.32000699999998,28500400.0,0
2018-08-17,213.440002,217.94999700000002,213.16000400000001,217.580002,217.580002,35427000.0,0
2018-08-20,218.100006,219.17999300000002,215.11000099999998,215.460007,215.460007,30287700.0,0
2018-08-21,216.80000299999998,217.190002,214.02999900000003,215.039993,215.039993,26159800.0,0
2018-08-22,214.100006,216.36000099999998,213.83999599999999,215.05000299999998,215.05000299999998,19018100.0,0
2018-08-23,214.649994,217.05000299999998,214.600006,215.49000499999997,215.49000499999997,18883200.0,0
2018-08-24,216.600006,216.899994,215.11000099999998,216.16000400000001,216.16000400000001,18476400.0,0
2018-08-27,217.149994,218.74000499999997,216.330002,217.940002,217.940002,20525100.0,-100
2018-08-28,219.00999500000003,220.539993,218.919998,219.69999700000002,219.69999700000002,22776800.0,0
2018-08-29,220.149994,223.49000499999997,219.41000400000001,222.979996,222.979996,27254800.0,0
2018-08-30,223.25,228.25999500000003,222.399994,225.02999900000003,225.02999900000003,48793800.0,0
2018-08-31,226.50999500000003,228.86999500000002,226.0,227.63000499999998,227.63000499999998,43340100.0,0
2018-09-04,228.41000400000001,229.17999300000002,226.63000499999998,228.36000099999998,228.36000099999998,27390100.0,0
2018-09-05,228.99000499999997,229.669998,225.100006,226.86999500000002,226.86999500000002,33333000.0,0
2018-09-06,226.229996,227.350006,221.30000299999998,223.100006,223.100006,34290000.0,0
2018-09-07,221.850006,225.36999500000002,220.710007,221.30000299999998,221.30000299999998,37619800.0,0
2018-09-10,220.94999700000002,221.850006,216.47000099999997,218.330002,218.330002,39516500.0,0
2018-09-11,218.00999500000003,224.30000299999998,216.559998,223.850006,223.850006,35749000.0,0
2018-09-12,224.940002,225.0,219.83999599999999,221.07000699999998,221.07000699999998,49278700.0,0
2018-09-13,223.520004,228.350006,222.57000699999998,226.41000400000001,226.41000400000001,41706400.0,0
2018-09-14,225.75,226.83999599999999,222.520004,223.83999599999999,223.83999599999999,31999300.0,0
2018-09-17,222.149994,222.94999700000002,217.270004,217.88000499999998,217.88000499999998,37195100.0,0
2018-09-18,217.789993,221.850006,217.11999500000002,218.24000499999997,218.24000499999997,31571700.0,0
2018-09-19,218.5,219.61999500000002,215.30000299999998,218.36999500000002,218.36999500000002,27123800.0,0
2018-09-20,220.24000499999997,222.27999900000003,219.149994,220.02999900000003,220.02999900000003,26608800.0,0
2018-09-21,220.77999900000003,221.36000099999998,217.289993,217.66000400000001,217.66000400000001,96246700.0,0
2018-09-24,216.82000699999998,221.25999500000003,216.63000499999998,220.789993,220.789993,27693400.0,0
2018-09-25,219.75,222.82000699999998,219.69999700000002,222.190002,222.190002,24554400.0,0
2018-09-26,221.0,223.75,219.75999500000003,220.419998,220.419998,23984700.0,0
2018-09-27,223.82000699999998,226.440002,223.539993,224.94999700000002,224.94999700000002,30181200.0,0
2018-09-28,224.789993,225.83999599999999,224.020004,225.74000499999997,225.74000499999997,22929400.0,0
2018-10-01,227.94999700000002,229.419998,226.350006,227.25999500000003,227.25999500000003,23600800.0,-100
2018-10-02,227.25,230.0,226.63000499999998,229.27999900000003,229.27999900000003,24788200.0,0
2018-10-03,230.05000299999998,233.47000099999997,229.77999900000003,232.07000699999998,232.07000699999998,28654800.0,0
2018-10-04,230.77999900000003,232.350006,226.729996,227.99000499999997,227.99000499999997,32042000.0,0
2018-10-05,227.960007,228.41000400000001,220.580002,224.289993,224.289993,33580500.0,0
2018-10-08,222.210007,224.80000299999998,220.19999700000002,223.770004,223.770004,29663900.0,0
2018-10-09,223.63999900000002,227.270004,222.25,226.86999500000002,226.86999500000002,26891000.0,0
2018-10-10,225.460007,226.350006,216.05000299999998,216.36000099999998,216.36000099999998,41990600.0,0
2018-10-11,214.520004,219.5,212.32000699999998,214.44999700000002,214.44999700000002,53124400.0,0
2018-10-12,220.419998,222.88000499999998,216.83999599999999,222.11000099999998,222.11000099999998,40337900.0,0
2018-10-15,221.16000400000001,221.830002,217.270004,217.36000099999998,217.36000099999998,30791000.0,0
2018-10-16,218.92999300000002,222.99000499999997,216.75999500000003,222.149994,222.149994,29184000.0,0
2018-10-17,222.30000299999998,222.63999900000002,219.33999599999999,221.190002,221.190002,22885400.0,0
2018-10-18,217.86000099999998,219.74000499999997,213.0,216.020004,216.020004,32425100.0,100
